id,date,store_nbr,family,sales,onpromotion
3566,2013-01-03,1,BEAUTY,0.0,0
3571,2013-01-03,1,CLEANING,836.0,0
3594,2013-01-03,1,PRODUCE,0.0,0
3599,2013-01-03,10,BEAUTY,3.0,0
3604,2013-01-03,10,CLEANING,970.0,0
3627,2013-01-03,10,PRODUCE,0.0,0
3929,2013-01-03,2,BEAUTY,2.0,0
3934,2013-01-03,2,CLEANING,1398.0,0
3957,2013-01-03,2,PRODUCE,0.0,0
4292,2013-01-03,3,BEAUTY,6.0,0
4297,2013-01-03,3,CLEANING,2493.0,0
4320,2013-01-03,3,PRODUCE,0.0,0
4655,2013-01-03,4,BEAUTY,1.0,0
4660,2013-01-03,4,CLEANING,1204.0,0
4683,2013-01-03,4,PRODUCE,0.0,0
5018,2013-01-03,5,BEAUTY,2.0,0
5023,2013-01-03,5,CLEANING,1305.0,0
5046,2013-01-03,5,PRODUCE,0.0,0
5216,2013-01-03,6,BEAUTY,8.0,0
5221,2013-01-03,6,CLEANING,1519.0,0
5244,2013-01-03,6,PRODUCE,0.0,0
5249,2013-01-03,7,BEAUTY,5.0,0
5254,2013-01-03,7,CLEANING,1228.0,0
5277,2013-01-03,7,PRODUCE,0.0,0
5282,2013-01-03,8,BEAUTY,4.0,0
5287,2013-01-03,8,CLEANING,1396.0,0
5310,2013-01-03,8,PRODUCE,0.0,0
5315,2013-01-03,9,BEAUTY,6.0,0
5320,2013-01-03,9,CLEANING,1781.0,0
5343,2013-01-03,9,PRODUCE,0.0,0
5348,2013-01-04,1,BEAUTY,3.0,0
5353,2013-01-04,1,CLEANING,827.0,0
5376,2013-01-04,1,PRODUCE,0.0,0
5381,2013-01-04,10,BEAUTY,4.0,0
5386,2013-01-04,10,CLEANING,669.0,0
5409,2013-01-04,10,PRODUCE,0.0,0
5711,2013-01-04,2,BEAUTY,3.0,0
5716,2013-01-04,2,CLEANING,958.0,0
5739,2013-01-04,2,PRODUCE,0.0,0
6074,2013-01-04,3,BEAUTY,2.0,0
6079,2013-01-04,3,CLEANING,2182.0,0
6102,2013-01-04,3,PRODUCE,0.0,0
6437,2013-01-04,4,BEAUTY,1.0,0
6442,2013-01-04,4,CLEANING,884.0,0
6465,2013-01-04,4,PRODUCE,0.0,0
6800,2013-01-04,5,BEAUTY,3.0,0
6805,2013-01-04,5,CLEANING,1159.0,0
6828,2013-01-04,5,PRODUCE,0.0,0
6998,2013-01-04,6,BEAUTY,5.0,0
7003,2013-01-04,6,CLEANING,1251.0,0
7026,2013-01-04,6,PRODUCE,0.0,0
7031,2013-01-04,7,BEAUTY,5.0,0
7036,2013-01-04,7,CLEANING,1039.0,0
7059,2013-01-04,7,PRODUCE,0.0,0
7064,2013-01-04,8,BEAUTY,7.0,0
7069,2013-01-04,8,CLEANING,1442.0,0
7092,2013-01-04,8,PRODUCE,0.0,0
7097,2013-01-04,9,BEAUTY,3.0,0
7102,2013-01-04,9,CLEANING,1383.0,0
7125,2013-01-04,9,PRODUCE,0.0,0
7130,2013-01-05,1,BEAUTY,3.0,0
7135,2013-01-05,1,CLEANING,811.0,0
7158,2013-01-05,1,PRODUCE,0.0,0
7163,2013-01-05,10,BEAUTY,3.0,0
7168,2013-01-05,10,CLEANING,1093.0,0
7191,2013-01-05,10,PRODUCE,0.0,0
7493,2013-01-05,2,BEAUTY,9.0,0
7498,2013-01-05,2,CLEANING,1284.0,0
7521,2013-01-05,2,PRODUCE,0.0,0
7856,2013-01-05,3,BEAUTY,8.0,0
7861,2013-01-05,3,CLEANING,2662.0,0
7884,2013-01-05,3,PRODUCE,0.0,0
8219,2013-01-05,4,BEAUTY,4.0,0
8224,2013-01-05,4,CLEANING,1442.0,0
8247,2013-01-05,4,PRODUCE,0.0,0
8582,2013-01-05,5,BEAUTY,5.0,0
8587,2013-01-05,5,CLEANING,1257.0,0
8610,2013-01-05,5,PRODUCE,0.0,0
8780,2013-01-05,6,BEAUTY,4.0,0
8785,2013-01-05,6,CLEANING,1591.0,0
8808,2013-01-05,6,PRODUCE,0.0,0
8813,2013-01-05,7,BEAUTY,4.0,0
8818,2013-01-05,7,CLEANING,948.0,0
8841,2013-01-05,7,PRODUCE,0.0,0
8846,2013-01-05,8,BEAUTY,8.0,0
8851,2013-01-05,8,CLEANING,1661.0,0
8874,2013-01-05,8,PRODUCE,0.0,0
8879,2013-01-05,9,BEAUTY,9.0,0
8884,2013-01-05,9,CLEANING,2259.0,0
8907,2013-01-05,9,PRODUCE,0.0,0
8912,2013-01-06,1,BEAUTY,0.0,0
8917,2013-01-06,1,CLEANING,257.0,0
8940,2013-01-06,1,PRODUCE,0.0,0
8945,2013-01-06,10,BEAUTY,2.0,0
8950,2013-01-06,10,CLEANING,1122.0,0
8973,2013-01-06,10,PRODUCE,0.0,0
9275,2013-01-06,2,BEAUTY,6.0,0
9280,2013-01-06,2,CLEANING,1295.0,0
9303,2013-01-06,2,PRODUCE,0.0,0
9638,2013-01-06,3,BEAUTY,11.0,0
9643,2013-01-06,3,CLEANING,3196.0,0
9666,2013-01-06,3,PRODUCE,0.0,0
10001,2013-01-06,4,BEAUTY,5.0,0
10006,2013-01-06,4,CLEANING,1492.0,0
10029,2013-01-06,4,PRODUCE,0.0,0
10364,2013-01-06,5,BEAUTY,9.0,0
10369,2013-01-06,5,CLEANING,1751.0,0
10392,2013-01-06,5,PRODUCE,0.0,0
10562,2013-01-06,6,BEAUTY,18.0,0
10567,2013-01-06,6,CLEANING,2209.0,0
10590,2013-01-06,6,PRODUCE,0.0,0
10595,2013-01-06,7,BEAUTY,3.0,0
10600,2013-01-06,7,CLEANING,940.0,0
10623,2013-01-06,7,PRODUCE,0.0,0
10628,2013-01-06,8,BEAUTY,1.0,0
10633,2013-01-06,8,CLEANING,1768.0,0
10656,2013-01-06,8,PRODUCE,0.0,0
10661,2013-01-06,9,BEAUTY,8.0,0
10666,2013-01-06,9,CLEANING,2350.0,0
10689,2013-01-06,9,PRODUCE,0.0,0
10694,2013-01-07,1,BEAUTY,1.0,0
10699,2013-01-07,1,CLEANING,829.0,0
10722,2013-01-07,1,PRODUCE,0.0,0
10727,2013-01-07,10,BEAUTY,3.0,0
10732,2013-01-07,10,CLEANING,816.0,0
10755,2013-01-07,10,PRODUCE,0.0,0
11057,2013-01-07,2,BEAUTY,4.0,0
11062,2013-01-07,2,CLEANING,813.0,0
11085,2013-01-07,2,PRODUCE,0.0,0
11420,2013-01-07,3,BEAUTY,9.0,0
11425,2013-01-07,3,CLEANING,2407.0,0
11448,2013-01-07,3,PRODUCE,0.0,0
11783,2013-01-07,4,BEAUTY,3.0,0
11788,2013-01-07,4,CLEANING,896.0,0
11811,2013-01-07,4,PRODUCE,0.0,0
12146,2013-01-07,5,BEAUTY,2.0,0
12151,2013-01-07,5,CLEANING,1043.0,0
12174,2013-01-07,5,PRODUCE,0.0,0
12344,2013-01-07,6,BEAUTY,7.0,0
12349,2013-01-07,6,CLEANING,1130.0,0
12372,2013-01-07,6,PRODUCE,0.0,0
12377,2013-01-07,7,BEAUTY,2.0,0
12382,2013-01-07,7,CLEANING,1638.0,0
12405,2013-01-07,7,PRODUCE,0.0,0
12410,2013-01-07,8,BEAUTY,8.0,0
12415,2013-01-07,8,CLEANING,1382.0,0
12438,2013-01-07,8,PRODUCE,0.0,0
12443,2013-01-07,9,BEAUTY,3.0,0
12448,2013-01-07,9,CLEANING,1439.0,0
12471,2013-01-07,9,PRODUCE,0.0,0
12476,2013-01-08,1,BEAUTY,3.0,0
12481,2013-01-08,1,CLEANING,827.0,0
12504,2013-01-08,1,PRODUCE,0.0,0
12509,2013-01-08,10,BEAUTY,2.0,0
12514,2013-01-08,10,CLEANING,674.0,0
12537,2013-01-08,10,PRODUCE,0.0,0
12839,2013-01-08,2,BEAUTY,4.0,0
12844,2013-01-08,2,CLEANING,747.0,0
12867,2013-01-08,2,PRODUCE,0.0,0
13202,2013-01-08,3,BEAUTY,6.0,0
13207,2013-01-08,3,CLEANING,1850.0,0
13230,2013-01-08,3,PRODUCE,0.0,0
13565,2013-01-08,4,BEAUTY,4.0,0
13570,2013-01-08,4,CLEANING,871.0,0
13593,2013-01-08,4,PRODUCE,0.0,0
13928,2013-01-08,5,BEAUTY,1.0,0
13933,2013-01-08,5,CLEANING,1062.0,0
13956,2013-01-08,5,PRODUCE,0.0,0
14126,2013-01-08,6,BEAUTY,6.0,0
14131,2013-01-08,6,CLEANING,1111.0,0
14154,2013-01-08,6,PRODUCE,0.0,0
14159,2013-01-08,7,BEAUTY,3.0,0
14164,2013-01-08,7,CLEANING,1104.0,0
14187,2013-01-08,7,PRODUCE,0.0,0
14192,2013-01-08,8,BEAUTY,4.0,0
14197,2013-01-08,8,CLEANING,1021.0,0
14220,2013-01-08,8,PRODUCE,0.0,0
14225,2013-01-08,9,BEAUTY,4.0,0
14230,2013-01-08,9,CLEANING,1530.0,0
14253,2013-01-08,9,PRODUCE,0.0,0
14258,2013-01-09,1,BEAUTY,1.0,0
14263,2013-01-09,1,CLEANING,906.0,0
14286,2013-01-09,1,PRODUCE,0.0,0
14291,2013-01-09,10,BEAUTY,0.0,0
14296,2013-01-09,10,CLEANING,543.0,0
14319,2013-01-09,10,PRODUCE,0.0,0
14621,2013-01-09,2,BEAUTY,6.0,0
14626,2013-01-09,2,CLEANING,911.0,0
14649,2013-01-09,2,PRODUCE,0.0,0
14984,2013-01-09,3,BEAUTY,1.0,0
14989,2013-01-09,3,CLEANING,1893.0,0
15012,2013-01-09,3,PRODUCE,0.0,0
15347,2013-01-09,4,BEAUTY,4.0,0
15352,2013-01-09,4,CLEANING,744.0,0
15375,2013-01-09,4,PRODUCE,0.0,0
15710,2013-01-09,5,BEAUTY,4.0,0
15715,2013-01-09,5,CLEANING,899.0,0
15738,2013-01-09,5,PRODUCE,0.0,0
15908,2013-01-09,6,BEAUTY,3.0,0
15913,2013-01-09,6,CLEANING,974.0,0
15936,2013-01-09,6,PRODUCE,0.0,0
15941,2013-01-09,7,BEAUTY,6.0,0
15946,2013-01-09,7,CLEANING,1017.0,0
15969,2013-01-09,7,PRODUCE,0.0,0
15974,2013-01-09,8,BEAUTY,2.0,0
15979,2013-01-09,8,CLEANING,1269.0,0
16002,2013-01-09,8,PRODUCE,0.0,0
16007,2013-01-09,9,BEAUTY,2.0,0
16012,2013-01-09,9,CLEANING,1074.0,0
16035,2013-01-09,9,PRODUCE,0.0,0
16040,2013-01-10,1,BEAUTY,3.0,0
16045,2013-01-10,1,CLEANING,683.0,0
16068,2013-01-10,1,PRODUCE,0.0,0
16073,2013-01-10,10,BEAUTY,1.0,0
16078,2013-01-10,10,CLEANING,680.0,0
16101,2013-01-10,10,PRODUCE,0.0,0
16403,2013-01-10,2,BEAUTY,4.0,0
16408,2013-01-10,2,CLEANING,770.0,0
16431,2013-01-10,2,PRODUCE,0.0,0
16766,2013-01-10,3,BEAUTY,3.0,0
16771,2013-01-10,3,CLEANING,1591.0,0
16794,2013-01-10,3,PRODUCE,0.0,0
17129,2013-01-10,4,BEAUTY,0.0,0
17134,2013-01-10,4,CLEANING,689.0,0
17157,2013-01-10,4,PRODUCE,0.0,0
17492,2013-01-10,5,BEAUTY,4.0,0
17497,2013-01-10,5,CLEANING,992.0,0
17520,2013-01-10,5,PRODUCE,0.0,0
17690,2013-01-10,6,BEAUTY,3.0,0
17695,2013-01-10,6,CLEANING,795.0,0
17718,2013-01-10,6,PRODUCE,0.0,0
17723,2013-01-10,7,BEAUTY,4.0,0
17728,2013-01-10,7,CLEANING,863.0,0
17751,2013-01-10,7,PRODUCE,0.0,0
17756,2013-01-10,8,BEAUTY,3.0,0
17761,2013-01-10,8,CLEANING,1131.0,0
17784,2013-01-10,8,PRODUCE,0.0,0
17789,2013-01-10,9,BEAUTY,2.0,0
17794,2013-01-10,9,CLEANING,1062.0,0
17817,2013-01-10,9,PRODUCE,0.0,0
17822,2013-01-11,1,BEAUTY,2.0,0
17827,2013-01-11,1,CLEANING,664.0,0
17850,2013-01-11,1,PRODUCE,0.0,0
17855,2013-01-11,10,BEAUTY,2.0,0
17860,2013-01-11,10,CLEANING,612.0,0
17883,2013-01-11,10,PRODUCE,0.0,0
18185,2013-01-11,2,BEAUTY,2.0,0
18190,2013-01-11,2,CLEANING,747.0,0
18213,2013-01-11,2,PRODUCE,0.0,0
18548,2013-01-11,3,BEAUTY,4.0,0
18553,2013-01-11,3,CLEANING,1743.0,0
18576,2013-01-11,3,PRODUCE,0.0,0
18911,2013-01-11,4,BEAUTY,2.0,0
18916,2013-01-11,4,CLEANING,732.0,0
18939,2013-01-11,4,PRODUCE,0.0,0
19274,2013-01-11,5,BEAUTY,4.0,0
19279,2013-01-11,5,CLEANING,1029.0,0
19302,2013-01-11,5,PRODUCE,0.0,0
19472,2013-01-11,6,BEAUTY,3.0,0
19477,2013-01-11,6,CLEANING,961.0,0
19500,2013-01-11,6,PRODUCE,0.0,0
19505,2013-01-11,7,BEAUTY,2.0,0
19510,2013-01-11,7,CLEANING,630.0,0
19533,2013-01-11,7,PRODUCE,0.0,0
19538,2013-01-11,8,BEAUTY,1.0,0
19543,2013-01-11,8,CLEANING,1172.0,0
19566,2013-01-11,8,PRODUCE,0.0,0
19571,2013-01-11,9,BEAUTY,1.0,0
19576,2013-01-11,9,CLEANING,943.0,0
19599,2013-01-11,9,PRODUCE,0.0,0
19604,2013-01-12,1,BEAUTY,0.0,0
19609,2013-01-12,1,CLEANING,621.0,0
19632,2013-01-12,1,PRODUCE,0.0,0
19637,2013-01-12,10,BEAUTY,4.0,0
19642,2013-01-12,10,CLEANING,792.0,0
19665,2013-01-12,10,PRODUCE,0.0,0
19967,2013-01-12,2,BEAUTY,4.0,0
19972,2013-01-12,2,CLEANING,993.0,0
19995,2013-01-12,2,PRODUCE,0.0,0
20330,2013-01-12,3,BEAUTY,6.0,0
20335,2013-01-12,3,CLEANING,2113.0,0
20358,2013-01-12,3,PRODUCE,0.0,0
20693,2013-01-12,4,BEAUTY,3.0,0
20698,2013-01-12,4,CLEANING,854.0,0
20721,2013-01-12,4,PRODUCE,0.0,0
21056,2013-01-12,5,BEAUTY,1.0,0
21061,2013-01-12,5,CLEANING,889.0,0
21084,2013-01-12,5,PRODUCE,0.0,0
21254,2013-01-12,6,BEAUTY,5.0,0
21259,2013-01-12,6,CLEANING,1197.0,0
21282,2013-01-12,6,PRODUCE,0.0,0
21287,2013-01-12,7,BEAUTY,2.0,0
21292,2013-01-12,7,CLEANING,685.0,0
21315,2013-01-12,7,PRODUCE,0.0,0
21320,2013-01-12,8,BEAUTY,7.0,0
21325,2013-01-12,8,CLEANING,1385.0,0
21348,2013-01-12,8,PRODUCE,0.0,0
21353,2013-01-12,9,BEAUTY,5.0,0
21358,2013-01-12,9,CLEANING,1619.0,0
21381,2013-01-12,9,PRODUCE,0.0,0
21386,2013-01-13,1,BEAUTY,0.0,0
21391,2013-01-13,1,CLEANING,270.0,0
21414,2013-01-13,1,PRODUCE,0.0,0
21419,2013-01-13,10,BEAUTY,1.0,0
21424,2013-01-13,10,CLEANING,854.0,0
21447,2013-01-13,10,PRODUCE,0.0,0
21749,2013-01-13,2,BEAUTY,2.0,0
21754,2013-01-13,2,CLEANING,1231.0,0
21777,2013-01-13,2,PRODUCE,0.0,0
22112,2013-01-13,3,BEAUTY,7.0,0
22117,2013-01-13,3,CLEANING,2071.0,0
22140,2013-01-13,3,PRODUCE,0.0,0
22475,2013-01-13,4,BEAUTY,8.0,0
22480,2013-01-13,4,CLEANING,1270.0,0
22503,2013-01-13,4,PRODUCE,0.0,0
22838,2013-01-13,5,BEAUTY,7.0,0
22843,2013-01-13,5,CLEANING,1391.0,0
22866,2013-01-13,5,PRODUCE,0.0,0
23036,2013-01-13,6,BEAUTY,8.0,0
23041,2013-01-13,6,CLEANING,1680.0,0
23064,2013-01-13,6,PRODUCE,0.0,0
23069,2013-01-13,7,BEAUTY,1.0,0
23074,2013-01-13,7,CLEANING,760.0,0
23097,2013-01-13,7,PRODUCE,0.0,0
23102,2013-01-13,8,BEAUTY,2.0,0
23107,2013-01-13,8,CLEANING,1585.0,0
23130,2013-01-13,8,PRODUCE,0.0,0
23135,2013-01-13,9,BEAUTY,2.0,0
23140,2013-01-13,9,CLEANING,1983.0,0
23163,2013-01-13,9,PRODUCE,0.0,0
23168,2013-01-14,1,BEAUTY,2.0,0
23173,2013-01-14,1,CLEANING,692.0,0
23196,2013-01-14,1,PRODUCE,0.0,0
23201,2013-01-14,10,BEAUTY,0.0,0
23206,2013-01-14,10,CLEANING,647.0,0
23229,2013-01-14,10,PRODUCE,0.0,0
23531,2013-01-14,2,BEAUTY,3.0,0
23536,2013-01-14,2,CLEANING,793.0,0
23559,2013-01-14,2,PRODUCE,0.0,0
23894,2013-01-14,3,BEAUTY,5.0,0
23899,2013-01-14,3,CLEANING,1745.0,0
23922,2013-01-14,3,PRODUCE,0.0,0
24257,2013-01-14,4,BEAUTY,2.0,0
24262,2013-01-14,4,CLEANING,756.0,0
24285,2013-01-14,4,PRODUCE,0.0,0
24620,2013-01-14,5,BEAUTY,4.0,0
24625,2013-01-14,5,CLEANING,871.0,0
24648,2013-01-14,5,PRODUCE,0.0,0
24818,2013-01-14,6,BEAUTY,1.0,0
24823,2013-01-14,6,CLEANING,935.0,0
24846,2013-01-14,6,PRODUCE,0.0,0
24851,2013-01-14,7,BEAUTY,1.0,0
24856,2013-01-14,7,CLEANING,983.0,0
24879,2013-01-14,7,PRODUCE,0.0,0
24884,2013-01-14,8,BEAUTY,2.0,0
24889,2013-01-14,8,CLEANING,1203.0,0
24912,2013-01-14,8,PRODUCE,0.0,0
24917,2013-01-14,9,BEAUTY,2.0,0
24922,2013-01-14,9,CLEANING,1488.0,0
24945,2013-01-14,9,PRODUCE,0.0,0
24950,2013-01-15,1,BEAUTY,0.0,0
24955,2013-01-15,1,CLEANING,686.0,0
24978,2013-01-15,1,PRODUCE,0.0,0
24983,2013-01-15,10,BEAUTY,2.0,0
24988,2013-01-15,10,CLEANING,755.0,0
25011,2013-01-15,10,PRODUCE,0.0,0
25313,2013-01-15,2,BEAUTY,4.0,0
25318,2013-01-15,2,CLEANING,854.0,0
25341,2013-01-15,2,PRODUCE,0.0,0
25676,2013-01-15,3,BEAUTY,3.0,0
25681,2013-01-15,3,CLEANING,1541.0,0
25704,2013-01-15,3,PRODUCE,0.0,0
26039,2013-01-15,4,BEAUTY,4.0,0
26044,2013-01-15,4,CLEANING,761.0,0
26067,2013-01-15,4,PRODUCE,0.0,0
26402,2013-01-15,5,BEAUTY,2.0,0
26407,2013-01-15,5,CLEANING,950.0,0
26430,2013-01-15,5,PRODUCE,0.0,0
26600,2013-01-15,6,BEAUTY,7.0,0
26605,2013-01-15,6,CLEANING,1000.0,0
26628,2013-01-15,6,PRODUCE,0.0,0
26633,2013-01-15,7,BEAUTY,5.0,0
26638,2013-01-15,7,CLEANING,1008.0,0
26661,2013-01-15,7,PRODUCE,0.0,0
26666,2013-01-15,8,BEAUTY,2.0,0
26671,2013-01-15,8,CLEANING,984.0,0
26694,2013-01-15,8,PRODUCE,0.0,0
26699,2013-01-15,9,BEAUTY,3.0,0
26704,2013-01-15,9,CLEANING,1308.0,0
26727,2013-01-15,9,PRODUCE,0.0,0
26732,2013-01-16,1,BEAUTY,2.0,0
26737,2013-01-16,1,CLEANING,980.0,0
26760,2013-01-16,1,PRODUCE,0.0,0
26765,2013-01-16,10,BEAUTY,0.0,0
26770,2013-01-16,10,CLEANING,596.0,0
26793,2013-01-16,10,PRODUCE,0.0,0
27095,2013-01-16,2,BEAUTY,5.0,0
27100,2013-01-16,2,CLEANING,882.0,0
27123,2013-01-16,2,PRODUCE,0.0,0
27458,2013-01-16,3,BEAUTY,6.0,0
27463,2013-01-16,3,CLEANING,2229.0,0
27486,2013-01-16,3,PRODUCE,0.0,0
27821,2013-01-16,4,BEAUTY,3.0,0
27826,2013-01-16,4,CLEANING,857.0,0
27849,2013-01-16,4,PRODUCE,0.0,0
28184,2013-01-16,5,BEAUTY,5.0,0
28189,2013-01-16,5,CLEANING,1084.0,0
28212,2013-01-16,5,PRODUCE,0.0,0
28382,2013-01-16,6,BEAUTY,3.0,0
28387,2013-01-16,6,CLEANING,1178.0,0
28410,2013-01-16,6,PRODUCE,0.0,0
28415,2013-01-16,7,BEAUTY,3.0,0
28420,2013-01-16,7,CLEANING,1043.0,0
28443,2013-01-16,7,PRODUCE,0.0,0
28448,2013-01-16,8,BEAUTY,3.0,0
28453,2013-01-16,8,CLEANING,1282.0,0
28476,2013-01-16,8,PRODUCE,0.0,0
28481,2013-01-16,9,BEAUTY,3.0,0
28486,2013-01-16,9,CLEANING,1330.0,0
28509,2013-01-16,9,PRODUCE,0.0,0
28514,2013-01-17,1,BEAUTY,2.0,0
28519,2013-01-17,1,CLEANING,696.0,0
28542,2013-01-17,1,PRODUCE,0.0,0
28547,2013-01-17,10,BEAUTY,0.0,0
28552,2013-01-17,10,CLEANING,572.0,0
28575,2013-01-17,10,PRODUCE,0.0,0
28877,2013-01-17,2,BEAUTY,2.0,0
28882,2013-01-17,2,CLEANING,759.0,0
28905,2013-01-17,2,PRODUCE,0.0,0
29240,2013-01-17,3,BEAUTY,8.0,0
29245,2013-01-17,3,CLEANING,1641.0,0
29268,2013-01-17,3,PRODUCE,0.0,0
29603,2013-01-17,4,BEAUTY,2.0,0
29608,2013-01-17,4,CLEANING,750.0,0
29631,2013-01-17,4,PRODUCE,0.0,0
29966,2013-01-17,5,BEAUTY,5.0,0
29971,2013-01-17,5,CLEANING,884.0,0
29994,2013-01-17,5,PRODUCE,0.0,0
30164,2013-01-17,6,BEAUTY,1.0,0
30169,2013-01-17,6,CLEANING,860.0,0
30192,2013-01-17,6,PRODUCE,0.0,0
30197,2013-01-17,7,BEAUTY,2.0,0
30202,2013-01-17,7,CLEANING,786.0,0
30225,2013-01-17,7,PRODUCE,0.0,0
30230,2013-01-17,8,BEAUTY,1.0,0
30235,2013-01-17,8,CLEANING,923.0,0
30258,2013-01-17,8,PRODUCE,0.0,0
30263,2013-01-17,9,BEAUTY,1.0,0
30268,2013-01-17,9,CLEANING,1045.0,0
30291,2013-01-17,9,PRODUCE,0.0,0
30296,2013-01-18,1,BEAUTY,4.0,0
30301,2013-01-18,1,CLEANING,758.0,0
30324,2013-01-18,1,PRODUCE,0.0,0
30329,2013-01-18,10,BEAUTY,1.0,0
30334,2013-01-18,10,CLEANING,535.0,0
30357,2013-01-18,10,PRODUCE,0.0,0
30659,2013-01-18,2,BEAUTY,3.0,0
30664,2013-01-18,2,CLEANING,920.0,0
30687,2013-01-18,2,PRODUCE,0.0,0
31022,2013-01-18,3,BEAUTY,3.0,0
31027,2013-01-18,3,CLEANING,1599.0,0
31050,2013-01-18,3,PRODUCE,0.0,0
31385,2013-01-18,4,BEAUTY,2.0,0
31390,2013-01-18,4,CLEANING,1184.0,0
31413,2013-01-18,4,PRODUCE,0.0,0
31748,2013-01-18,5,BEAUTY,5.0,0
31753,2013-01-18,5,CLEANING,810.0,0
31776,2013-01-18,5,PRODUCE,0.0,0
31946,2013-01-18,6,BEAUTY,3.0,0
31951,2013-01-18,6,CLEANING,923.0,0
31974,2013-01-18,6,PRODUCE,0.0,0
31979,2013-01-18,7,BEAUTY,2.0,0
31984,2013-01-18,7,CLEANING,889.0,0
32007,2013-01-18,7,PRODUCE,0.0,0
32012,2013-01-18,8,BEAUTY,3.0,0
32017,2013-01-18,8,CLEANING,1137.0,0
32040,2013-01-18,8,PRODUCE,0.0,0
32045,2013-01-18,9,BEAUTY,0.0,0
32050,2013-01-18,9,CLEANING,992.0,0
32073,2013-01-18,9,PRODUCE,0.0,0
32078,2013-01-19,1,BEAUTY,4.0,0
32083,2013-01-19,1,CLEANING,610.0,0
32106,2013-01-19,1,PRODUCE,0.0,0
32111,2013-01-19,10,BEAUTY,2.0,0
32116,2013-01-19,10,CLEANING,925.0,0
32139,2013-01-19,10,PRODUCE,0.0,0
32441,2013-01-19,2,BEAUTY,6.0,0
32446,2013-01-19,2,CLEANING,1057.0,0
32469,2013-01-19,2,PRODUCE,0.0,0
32804,2013-01-19,3,BEAUTY,9.0,0
32809,2013-01-19,3,CLEANING,2154.0,0
32832,2013-01-19,3,PRODUCE,0.0,0
33167,2013-01-19,4,BEAUTY,4.0,0
33172,2013-01-19,4,CLEANING,932.0,0
33195,2013-01-19,4,PRODUCE,0.0,0
33530,2013-01-19,5,BEAUTY,6.0,0
33535,2013-01-19,5,CLEANING,1028.0,0
33558,2013-01-19,5,PRODUCE,0.0,0
33728,2013-01-19,6,BEAUTY,3.0,0
33733,2013-01-19,6,CLEANING,1499.0,0
33756,2013-01-19,6,PRODUCE,0.0,0
33761,2013-01-19,7,BEAUTY,3.0,0
